PassageID,Title,Author,Total termFreq,termFreq(),termFreq(adventur),termFreq(ag),termFreq(author),termFreq(book),termFreq(charact),termFreq(design),termFreq(educ),termFreq(entertain),termFreq(event),termFreq(fabl),termFreq(fiction),termFreq(geniu),termFreq(happen),termFreq(heart),termFreq(hero),termFreq(histori),termFreq(human),termFreq(ill),termFreq(imagin),termFreq(interest),termFreq(judgement),termFreq(knowledg),termFreq(ladi),termFreq(languag),termFreq(life),termFreq(long),termFreq(love),termFreq(mankind),termFreq(manner),termFreq(mind),termFreq(modern),termFreq(moral),termFreq(natur),termFreq(novel),termFreq(origin),termFreq(passag),termFreq(piec),termFreq(pleasur),termFreq(poetri),termFreq(probabl),termFreq(prose),termFreq(public),termFreq(read),termFreq(reason),termFreq(romanc),termFreq(romant),termFreq(scene),termFreq(sentiment),termFreq(speci),termFreq(stori),termFreq(tast),termFreq(think),termFreq(thought),termFreq(verac),termFreq(virtu),termFreq(work),termFreq(write),termFreq(writer),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1133400502_000053,The invisible spy. By Exploralibus. ...,Eliza Haywood,50,0,1,0,7,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,0,0,0,6,0,1,0,1,0,0,0,1,0,2,2,0,0,1,0,1,0,0,2,3,0,2,0,1,2,0,0,0,3,3,0,0,1,1,0,2,1755,2,2,"Dublin : printed for Robert Main, Bookseller, at Homer's-Head in Dame-Street, MDCCLV. [1755].",Dublin,381,female,1693,1756,TRUE,"this work may easily suppose by what it discovers of my humour. At last miss happening to say that lhe had met mrs. O in one of the visits the had been' making, I presently catched up the word and slid' to her, -' Then, madam, I doubt not but"
0036500304_000053,"The false friend: a domestic story. By Mary Robinson, Author of Poems, Walsingham, Angelina, Hubert de Sevrac, &c. &c. In four volumes. ...",Mary Robinson,38,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,2,1,1,0,3,1,0,3,0,3,0,0,2,1,0,2,0,0,1,0,1,1,0,0,0,0,2,1,1,0,1799,4,4,"London : printed for T. N. Longman and O. Rees, Paternoster-Row, 1799.",London,372,female,1758,1800,TRUE,"have endeavoured to give some idea of this Poetical Collection: it is certainly an elegant and original Work ."" Critical Reviewv, Yuly 1791 "" If a great variety of refined sentiments , sometimes of the tender but more commonly of the plaintive kind, adorned with rich and beautiful imagery, rnd"
0819100201_000018,"The parental monitor In two volumes. By Mrs. Bonhote, author of Olivia, etc. etc. ...",Elizabeth Bonhôte,56,0,0,1,1,2,3,0,0,3,0,0,0,0,0,2,0,0,2,1,1,1,1,0,3,0,2,2,2,0,0,7,0,3,2,1,1,0,0,1,0,0,0,1,4,0,0,0,1,1,0,0,1,0,0,0,2,1,0,0,3,1796,1,2,"London : printed for William Lane, at the Minerva-Press, Leadenhall-Street, M.DCC.XCVI. [1796].",London,239,female,1744,1818,FALSE,"the babler, or malicious railer, and never venture to repose any confidence in one whom you hear traduce or speak ill of a friend, with whom you have seen themt appear on amicable terms: for be assured you will share the same fate, whenever an opportunity offers for the purpose.."
0857400402_000014,"Letters on the improvement of the mind, addressed to a young lady. In two volumes. By Mrs. Chapone.",Hester Chapone,56,0,0,1,2,2,0,0,0,2,0,0,0,2,0,1,0,0,3,0,2,0,2,3,1,3,2,0,0,0,2,3,0,1,4,0,1,0,1,4,3,0,0,0,3,2,0,0,0,1,0,0,2,2,0,0,1,0,0,0,0,1773,2,2,"London : printed by H. Hughs, for J. Walter, 1773.",London,231,female,1727,1801,TRUE,"the most delicate charms of Melody. The pleasure of feeing fine paintings, or even of contemplating the beauties of Nature , must be greatly heightened by our being conversant with the rules of drawing, and by the habit of considering the moult pitturefque objets. As I look upon taste to"
1700500400_000040,"The works of Mrs. Chapone, adressed to a young lady.",Hester Chapone,54,0,0,3,1,2,3,0,0,1,2,2,1,1,1,0,1,8,0,0,0,1,1,0,0,0,0,0,0,0,1,3,0,0,4,0,1,1,0,0,2,0,0,0,9,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,1793,1,1,"London : Printed for J. Warlters, MDCCXCIII. [1793].",London,312,female,1727,1801,TRUE,"confusion they make of events , which happened in different periods, and the Htare of ignorance when such are referred to as are commonly known, are sufficiently pitiable: but the highest mark of folly is to be proud of such ignorance a resource, in which fonme of our sex find"
0019300104_000006,"Andrew Stuart, or the northern wanderer. A novel. In Four Volumes. By Mary Ann Hanway. Author of Ellinor, or the World as it is. ...",Mary Ann Hanway,46,0,0,1,2,1,1,0,2,0,0,0,0,1,0,0,1,1,1,1,1,0,1,2,0,0,2,0,0,0,0,4,0,0,7,1,0,0,0,1,1,0,0,0,2,0,0,1,0,1,2,0,0,1,2,0,1,2,1,1,0,1800,4,4,"London : printed at the Minerva Press, for William Lane, Leadenhall-Street, 1800.",London,422,female,,,FALSE,"she arraigned not Providence for her inflictions; she complained not of man for his cruel desertion, but drooped to the earth, like a datask rose surcharged withbapit.iess silowi. *..... .- In in the space of one little year, she was, at her own earnest request, laid by the side of"
0277700301_000035,"The works of Mrs. Chapone, containing letters on the improvement of the mind, addressed to a young lady. And miscellanies in prose and verse. In two volumes. ...",Hester Chapone,63,0,0,0,2,3,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,4,0,0,3,1,0,1,0,2,1,1,5,4,0,2,0,0,3,6,0,0,0,9,1,0,0,0,2,0,0,1,2,0,0,1,1,1,1,0,1775,1,2,"Dublin : printed for J. Williams, 1775.",Dublin,156,female,1727,1801,TRUE,"imagination and, when properly cultivated, it becomes the source of all that is most charming in society. Nothing you can read will so much contribute to the improvement of this faculty as poetry which, if applied to its TRUE ends, adds a thousand charms to those sentiments of religion, virtue"
0296200200_000004,"An essay on the writings and genius of Shakespear, compared with the Greek and French dramatic poets. With some remarks upon the misrepresentations of Mons. de Voltaire.",Elizabeth Montagu,54,0,0,1,1,0,2,0,0,0,0,1,0,4,0,0,1,0,5,0,0,0,3,1,1,0,1,0,0,1,2,3,0,4,5,0,0,0,0,0,6,0,0,0,1,0,0,0,0,1,1,0,3,0,1,0,0,2,1,2,0,1769,1,1,"Dublin : printed for H. Saunders, J. Potts, W. Sleater, D. Chamberlaine, and J. Williams, M,DCC,LXIX. [1769].",Dublin,233,female,1720,1800,FALSE,"a desire to please the popular taste , thought he had done well when he had faithfully copied nature , or represented customs, it will appear to politer times the error of an untutored mind ; which the example ofju dicious artists, and the admonitions of delicate connoifeurs had not"
0615100601_000001,The morality of Shakespeare's drama illustrated. In two volumes. ... By Mrs. Griffith.,Elizabeth Griffith,55,0,0,1,4,1,3,0,0,1,0,0,0,3,0,2,0,0,0,1,2,0,1,0,0,1,1,1,2,0,0,1,1,3,7,0,2,0,0,0,2,0,0,0,0,0,0,0,1,2,1,0,3,0,0,0,0,2,1,5,0,1777,1,2,"Dublin : printed for J. Beatty, 1777.",Dublin,305,female,1720,1793,TRUE,"THE M 0 R A L I T Y MORALITY O F SHAKESPEARE's DRAMA ILLUSTRATED. A TH L MORALITY 0 1f - SHAKESPEARE's DRAMA ILLUSTRATED. IN TWO VOLUME S. V O L 1 By MRS. GRIFFITH. -"" Ille per extentum funem mihi posse videtur Ire pcgta, meum qui peius inaniter"
0055500202_000005,"The natural daughter. With portraits of the Leadenhead family. A novel. By Mrs. Robinson, Author of Poems, Walsingham, the False Friend, &c. &c. &c. In two volumes ...",Mary Robinson,47,0,1,0,0,2,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,2,2,4,0,2,0,0,0,0,0,0,0,0,2,0,1,1,0,1,3,2,0,1,0,0,1,5,6,0,1,1799,2,2,"London : printed for T.N. Longman and O. Rees, Paternoster-Row, 1799.",London,289,female,1758,1800,TRUE,"the force of enthusiastic honour and genuine sensibility, was deemed: both gothic and unnatural; chivalry was out of faflion; the tales of adventurous knights were considered as ridiculously romantic ;. and the sober lessons of good sense and morality . had long been consigned, exclusively,. to the shelves of boarding"
0115801101_000017,"The female mentor: or, select conversations. In two volumes. ...",Justa Grata Honoria,52,0,1,0,0,1,2,0,0,0,0,0,0,1,1,2,3,1,0,0,0,0,0,0,1,0,4,0,4,0,0,6,0,0,1,7,0,0,0,0,0,0,0,1,4,0,1,3,0,0,1,0,0,1,1,0,1,1,0,0,3,1793,1,2,"London : printed for T. Cadell, in the Strand, 1793.",London,247,female,417,455,FALSE,"totally dissimilar; hence it ""follows, that what is beneficial to ""one sex may be detrimental to the ""other; and this obvious conclusion ""will assist in solving the question concerning the advantage or disadvantage ""of novels towards forming the youthful and unexperienced mind . I am ""of opinion that it is"
0200900102_000002,The banished man. A novel. By Charlotte Smith. In four volumes. ...,Charlotte Turner Smith,50,0,1,0,6,3,0,0,0,3,0,1,0,0,0,0,0,0,3,0,2,1,1,0,1,0,3,0,1,0,0,3,0,1,0,5,0,0,0,1,0,0,0,0,2,1,0,0,0,1,2,2,1,1,0,0,1,0,2,0,1,1794,2,4,"London : printed for T. Cadell, jun. and W. Davies, (successors to Mr. Cadell) in the Strand, 1794.",London,249,female,1749,1806,TRUE,"novel readers, and it is to those you mult look, will agree with your sage advisers, who were, I suppose, ladies far advanced in life . Author . they were indeed. -- One was an authoress; one who is herself above all the the weaknesses of humanity , and whose"
1427400102_000014,"Letters on the improvement of the mind, addressed to a young lady. In two volumes. By Mrs. Chapone.",Hester Chapone,59,0,0,1,1,2,0,0,0,1,0,0,0,1,0,2,0,0,2,0,2,0,4,1,0,1,1,0,0,0,1,2,1,1,5,0,2,0,1,2,5,0,0,0,10,1,0,0,0,1,0,0,3,2,0,0,1,0,1,1,0,1787,2,2,"London : printed for J. Walter, Charing-Cross; and C. Dilly, in the Poultry, MDCCLXXXVII. [1787].",London,235,female,1727,1801,TRUE,"companion for persons of sense and knowledge , from whom you may reap the mnoft desirable improvements : for, though I thinkr reading indispensably necefibry to the due cultivation of your minds , I prefer the conversation of such persons to every other method of instruction : but, this you"
0150504801_000010,Essays on various subjects. By the author of Reflections on the seven days of the week. ...,Catherine Talbot,46,0,0,0,4,1,2,0,0,0,0,1,0,2,0,0,1,0,1,0,1,0,0,1,0,1,1,2,0,0,3,5,1,0,2,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,2,0,0,0,1,3,2,0,1772,1,2,"London : printed for John and Francis Rivington (no 62) St. Paul's Church-Yard, MDCCLXXII. [1772].",London,199,female,1721,1770,FALSE,"to lead the little Rivulet, that wanders near it, to re frefl those parched Meadows. Those Husbandmen flould be encouraged: These should be rewardcd. a Word, a Look, a Gesture from a Superior, is of Importance. Thus might the Rich, the Great, the Powerful confider in like Manner . ""This"
0288600300_000038,"Memoirs of an unfortunate queen. Interspersed with letters (written by herself) to several of her illustrious relations and friends, on various subjects and occasions.","Caroline Mathilde, Queen consort of Christian VII, King of Denmark",35,0,0,0,2,2,1,0,1,3,0,0,0,1,0,0,0,2,1,1,0,1,0,0,2,0,1,0,1,0,1,0,1,0,0,2,1,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,1,1,0,2,1,0,1776,1,1,"London : printed for J. Bew, in Pater-Noster-Row, 1776.",London,264,female,1751,1775,FALSE,"with her disasters, vindicated her innocence, and detected her accusers. The inhabitants of Zell experienced her beneficence, and grieved for her loss. The King of Denmark, conscious of the flagrant injustice he had done to his spotless consort, was not allowed to mourn publicly for this royal victim of malice,"
0475700700_000018,"Miscellaneous pieces, in prose, by John Aikin, M.D. and Anna Lætitia Barbauld.",Anna Laetitia Barbauld,48,0,3,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,1,0,5,2,0,0,0,0,1,0,0,0,1,3,2,0,2,1,0,0,0,6,0,0,0,1,0,0,2,0,6,0,0,4,1,0,0,0,0,2,0,0,0,1792,1,1,"London : printed for J. Johnson, 1792.",London,272,female,1743,1825,TRUE,"3 THE THE reality of this source of pleasure seers evident from daily observation. The greediness with which the tales of ghosts and goblins, of murders, earths quakes, fires, Shipwrecks, and all the most terrible difalters attending human life , are devoured by every ear, must have been generally remarked."
0558000601_000009,"The memoirs of Ninon de L'Enclos: with her letters to Monsr. de St. Evremond, and to the marquis de Sevigné. Collected and translated from the French, by a lady. In two volumes. Vol. I.",Ninon de l'Enclos,46,0,0,4,0,1,5,0,0,3,1,0,0,1,0,1,0,2,0,0,1,2,1,0,2,0,4,0,2,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,3,1776,1,2,"London : printed for J. Dodsley, in Pall-Mall ; J. Wilkie, St. Paul's Church Yard ; and E. Johnston, Ludgate-Street, M.DCC.LXXVI. [1776].",London,287,female,1620,1705,FALSE,"reading and refletion, which b St Evremond was near ninety years, and I'en clos above fourscore, when mot of theft letters were written. which is requisite to prevent our sense and apprehension from stagnating, becomes too great a labour to us, unless an happy and more early habit fiould have"
0192200600_000016,"Secret memoirs and manners of several persons of quality, of both sexes. From the New Atalantis, an island in the Mediteranean. Written originally in Italian.",Delarivier Manley,45,0,0,2,0,1,0,1,3,0,0,1,0,2,0,2,1,0,1,0,0,0,0,2,4,0,0,1,3,1,0,2,0,0,3,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,4,1709,1,1,"London : printed for John Morphew near Stationer's-Hall, and J. Woodward in St. Christopher's Church-Yard, in Thread-Needle-Street, 1709.",London,257,female,1663,1724,TRUE,"were necelfary to bespeak a reciprocal Pallion: And as his Temper to his Favourites was magnificiently Lavish, The tasted all the Sweets of unlimited Majesty, and the charming ebfets of unbounded Generosity! But to return to the Duke. He spared for no expense in the Education of young Charlot; the"
0187100100_000021,"An essay on the writings and genius of Shakespear, compared with the Greek and French dramatic poets. With some remarks upon the misrepresentations of Mons. de Voltaire.",Elizabeth Montagu,38,0,0,1,1,0,1,0,0,0,0,4,3,1,0,0,0,1,1,0,2,0,0,0,0,1,0,1,0,0,3,1,2,0,1,0,0,0,1,0,2,0,0,0,1,1,1,0,2,0,1,0,2,0,0,0,0,3,0,0,0,1769,1,1,"London : printed for J. Dodsley, Pall-Mall; Mess. Baker and Leigh, York-Street, Covent-Garden; J. Walter, Charing-Cross; T. Cadell, in the Strand; and J. Wilkie, No 71. St. Paul's Church-Yard, M.DCC.LXIX. [1769].",London,278,female,1720,1800,FALSE,"to please and to surprise till subsisted, the means varied with the slate of the world, and it soon grew necessary to make the new inventions lean on the old traditions. the human mind delights in novelty, and is captivated by the marvellous, but even in fable itself requires the"
0363500104_000027,"Tales of the castle: or, stories of instruction and delight. Being Les veillees du chateau, written in French by Madame la Comtesse de Genlis, Author of the Theatre of Education, Adela and Theodore, &c. Translated into English by Thomas Holcroft,",Stéphanie Félicité du Crest de Saint-Aubin,62,0,0,2,8,0,0,1,0,0,0,0,0,5,0,0,0,3,1,0,2,1,0,0,0,2,0,0,0,2,0,0,0,4,1,0,0,1,5,0,1,0,0,3,2,5,1,0,0,0,1,0,0,4,1,0,0,3,2,1,0,1793,4,5,"London : printed for G. G. J. and J. Robinson, No. 25, Pater-Noster-Row, 1793.",London,257,female,1746,1830,TRUE,"praise, but he may cite in his preface, the agreeable things he has heard of himself; nay, if he has genius , may even invent some happy reply, which is commonly attributed to Ibme person whom he protets, or some friend who is now no more. If these little freedoms"
0951200301_000019,"The progress of romance, through times, countries, and manners; with Remarks on the Good and Bad Effects of it, on them Respectively; in a course of evening conversations. By C. R. author of the English Baron, the Two mentors, &c. In two volumes. ...",Clara Reeve,46,0,2,0,1,1,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2,1,0,2,1,0,1,0,0,1,0,1,0,0,2,1,9,0,0,0,0,2,1,1,0,0,0,5,3,1,0,1785,1,2,"Dublin : printed for Messrs. Price, Exshaw, White, Cash Colbert, Marchbank and Porter, M,DCC,LXXXV. [1785].",Dublin,163,female,1729,1807,TRUE,"by those who treat on this fubjcqt, and I made a brief extra&t, of what fills many pages in Mons. hi tet book . He says that the Ionians were the most corrupt and dissolute of all the Asiatic Greeks, - that they fell under the dominion of Cyrus, when"
0429900202_000078,"The female Quixote; or, the adventures of Arabella. In two volumes. ...",Charlotte Lennox,44,0,1,2,5,1,0,0,0,0,0,2,2,1,0,0,0,2,2,0,1,0,0,0,1,0,3,3,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,1,0,0,3,1,0,1,1,1752,2,2,"London : printed for A. Millar, over-against Catharine-Street in the Strand, M.DCC.LII. [1752].",London,319,female,1729,1804,TRUE,"of your Ladyship's Temper allows, should be exerted upon this Occasion. Yet though I cannot forgive there Authors for having destroyed so much valuable Time, yet I cannot think them intentionally culpable, because I cannot believe they expected to be credited. Truth is not always injured by Fiction . An"
0325001402_000014,"Letters on the improvement of the mind, addressed to a young lady. In two volumes. By Mrs. Chapone. The Fourth Edition. ...",Hester Chapone,62,0,0,0,2,3,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,4,1,0,3,1,0,1,0,2,2,1,5,3,0,2,0,1,4,6,0,0,0,9,1,0,0,0,1,0,0,1,2,0,0,1,0,1,1,0,1774,2,2,"London : printed by H. Hughs, for J. Walter, at Homer's Head, Charing-Cross, MDCCLXXIV. [1774].",London,231,female,1727,1801,TRUE,"faculty, in which women usually most excel, is that of ima. gination; and, when properly cultivated, it becomes the lburce of all that is most charming in society. Nothing you can read will so much contribute to the improvement of this faculty as poetry ; which, if applied to its"
0670002200_000035,"Letters on the improvement of the mind, addressed to a young lady. By Mrs. Chapone.",Hester Chapone,58,0,0,2,1,3,0,0,0,1,0,0,0,0,0,1,0,2,1,0,1,0,3,1,0,1,2,0,1,0,0,1,1,5,5,0,2,0,0,4,4,0,0,0,8,0,0,0,0,1,1,0,2,1,0,0,0,2,1,0,0,1793,1,1,"London : printed for J. Walter, at Homer's Head, Charing-Cross ; and C. Dilly, in the Poultry, MDCCXCIII. [1793].",London,255,female,1727,1801,TRUE,"easy to all comprehensions, and must find their way diretly to every heart by the tenderness and delicacy of his sentiments , in which he is not less firikingly excellent.than in the richness and sublimity of his imagination . Addison's criticism in the spe6tators, written with that beauty, elegance, and"
0636200100_000011,"Friendship in death: in twenty letters from the dead to the living. To which are added, letters moral and entertaining, in prose and verse. In three parts. By Mrs Elizabeth Rowe. To which is prefix'd, an account of the author's life.",Elizabeth Rowe,45,0,0,1,2,1,1,2,0,3,1,0,0,1,0,0,1,0,1,0,0,1,0,0,4,0,2,1,0,1,0,3,0,1,2,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,3,3,1,1,1,1760,1,1,"Glasgow : printed by James Knox, and sold at his shop near the Head of the Salt-Mercat, MDCCLX. [1760].",Glasgow,361,female,1674,1737,TRUE,"was of forgetting him, by (hedding fresh tears on occasion of the mention of his name. Twas only out of regard to Mr Row, that with his society (he was willing to bear London during the winter season; and as soon after his decease as her affairs would permit, she"
1219700202_000025,"Instructive rambles in London, and the adjacent villages. Designed to amuse the mind, and improve the understanding of youth. By Elizabeth Helme. In two volumes. ...",Elizabeth Helme,45,0,0,0,3,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4,0,0,1,2,0,1,3,0,3,0,0,1,5,3,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,3,1,0,0,0,0,2,0,1,0,1798,2,2,"London : printed for T. N. Longman; and E. Newbery, 1798.",London,187,female,,1812,FALSE,"mou conversant."" BACON. In Five large Volumes izmo. Price il. gs. Boards. Second Edition. ""' Mr. Pratt has introduced to a numerous set of readers a Novel that has the merit of being at *r.ce tender, pathetic, and full of love ; and, which may be a mo: e uncommon"
0404500600_000001,"The secret history of Queen Zarah, and the Zarazians. Wherein the amours, intrigues, and gallantries of the court of Albigion (during her Reign) are pleasantly expos'd; and as surprizing a Scene of Love and Politicks, represented, as perhaps this, or any other Age or Country, has hitherto produc'd. Suppos'd to be translated from the Italian copy, now lodg'd in the Vatican at Rome, by the late ingenious Mrs. Manley: and design'd as looking-glass for an illustrious lady.",Mary de La Rivière Manley,45,0,0,1,2,0,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,2,0,0,1,2,0,0,0,2,0,1,2,2,0,0,0,0,1,0,0,3,0,0,2,2,0,0,5,0,3,0,0,3,1,1,0,0,1743,1,1,"London : printed for J. Huggonson, in Sword and Buckler-Court, opposite to the Crown-Tavern upon Ludgate-Hill, MDCCXLIII. [1743].",London,101,female,1663,1724,TRUE,"THE SEE C RET H I S T 0 R Y. HISTORY op Queen ZAR AH, c, (Price One Shilling and Sipence.), THE S E C R E T SECRET HISTORY OF Queen Z A R A H, AND THE ZARAZIANS. WHEREIN The Amours, Intrigues, and Gallantries of the Court"
0460000600_000007,"Miscellaneous pieces, in prose, by J. and A. L. Aikin.",Anna Laetitia Barbauld,48,0,0,0,1,0,0,0,0,0,3,0,2,0,0,4,2,0,1,1,3,3,0,0,0,0,4,0,1,0,0,5,0,0,0,0,1,0,0,2,0,0,0,0,1,1,1,0,2,1,1,0,1,1,2,0,1,1,0,2,0,1774,1,1,"Belfast : printed by James Magee, at the Bible and Crown in Bridge-Street, MDCCLXXIV. [1774].",Belfast,110,female,1743,1825,TRUE,"heart equally shut up to argument and fancy, to the batteries of vfllogifm, and the arrows of wit. To the writer of fiction alone, every ear is open, and every tongue lavifi of applause; curicfity spares in every eye, and every boiom is throbbing with concern. IT is however easy"
0761500704_000020,A simple story. In four volumes. By Mrs. Inchbald. ...,Elizabeth Inchbald,50,0,0,1,4,2,1,1,1,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,2,2,0,0,0,3,0,0,0,1,4,2,3,1,0,1,0,1,0,2,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,1,1791,4,4,"London : printed for G.G.J. and J. Robinson, 1791.",London,169,female,1753,1821,TRUE,"Lancaeicr, by James White, Esq. 3 vols, gs sewed Hertfort and Clara, from the German, 3 vols, gs sewed The Fair Hibernian, 2 vols, 6s fexwed Tatal Follies, or, the History of the Countess of Stanmore, 4 vols, is sewed Honoria Somerville, vols, is sewed Eleonora, from the Sorrows of"
0951200302_000011,"The progress of romance, through times, countries, and manners; with Remarks on the Good and Bad Effects of it, on them Respectively; in a course of evening conversations. By C. R. author of the English Baron, the Two mentors, &c. In two volumes. ...",Clara Reeve,57,0,0,0,0,6,1,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,2,3,2,0,1,0,0,0,0,0,1,0,0,0,9,1,1,0,0,2,0,9,0,1,1,1,0,3,0,1,3,1785,2,2,"Dublin : printed for Messrs. Price, Exshaw, White, Cash Colbert, Marchbank and Porter, M,DCC,LXXXV. [1785].",Dublin,134,female,1729,1807,TRUE,"entertainment may be recommended, and read with safety, and Sometimes with advantage. Hort. You do not mean to recommend any of the books last named? Euph. I do not; and yet it will be well if young people read nothing worfe. the East cren Tales have raised a vast number"
0656300601_000016,"The progress of romance, through times, countries and manners; ... in a course of evening conversations. By C. R. author of the English Baron, The two mentors, &c. In two volumes. ...",Clara Reeve,54,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,1,0,1,0,1,0,0,2,0,0,1,0,3,0,0,1,1,0,1,5,5,2,5,1,0,0,0,1,0,3,3,0,0,5,1,1,0,1785,1,2,"[Colchester] : printed for the author, by W. Keymer, Colchester, and sold by him; sold also by G. G. J. and J. Robinson, London, 1785.",Colchester,159,female,1729,1807,TRUE,"all occasions. The Arcadia is addressed to his accompliihed sister the Countess of Pembroke, and is commonly called, Pembroke's Arcadia. Hort. Still you are silent as to the merits of it. Euph. Since you will oblige'me to speak out, I think it equal, but not superior to any of the"
0919300702_000030,Dialogues of the dead. In two volumes. ...,Elizabeth Montagu,51,0,1,1,4,2,2,1,0,1,1,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,1,1,1,2,2,1,3,0,0,0,0,0,0,0,0,0,4,1,0,1,0,1,0,0,0,0,1,0,0,5,2,1,5,0,1775,2,2,"London : printed for T. Pridden, Fleet Street, M.DCC.LXXV. [1775].",London,167,female,1720,1800,FALSE,"choice of what upon the whole is fittelt and best, do not direct there heros of romance , they cannot serve for infiruncion and example, like the great characters of TRUE history . It has ever been my opinion, that only the clear and Iteady light of truth can guide"
1293800401_000002,"The entertaining novels of Mrs. Jane Barker, of Wilsthorp in Northamptonshire. ...",Jane Barker,63,0,0,3,5,3,0,0,1,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,1,0,1,2,5,2,2,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,4,0,1,0,0,4,0,6,0,0,3,0,3,0,5,1736,1,2,"London : printed for Messrs Bettesworth and Hitch, and E. Curll, 1736.",London,401,female,1652,1732,TRUE,"lies through, or borders upon Heroic Love ; Jo that Romances , (which commonly treat of this virtuous Afselion,) are not to be discarded, as wholly useless. In the next Place, the Study of these Books helps to open the Understanding of young Readers, to distinguish between real Worth and"
0883300401_000001,The young philosopher: a novel. In two volumes. By Charlotte Smith. ...,Charlotte Turner Smith,34,0,0,0,0,2,0,1,0,0,1,1,0,0,2,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,3,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,2,1798,1,2,"Dublin : printed for P. Wogan, H. Colbert, W. Porter, J. Moore, H. Fitzpatrick, J. Rice, and N. Kelly, 1798.",Dublin,342,female,1749,1806,TRUE,"THE YOUNG PHILOSOPHER: A NOVEL . IN TWO VOLUMES. By CHARLOTTE SMITH. Of MAN, when warmed by Reason's purest rayi No gave of Avarice, no tool of Pride; When no vain Science led his mind astray, ut naturz was his law, and eob his guideo VOL. I. DUBLIN: .PRINTED FOR"
0066000300_000011,"Letters for literary ladies. To which is added, an essay on the noble science of self-justification.",Maria Edgeworth,53,0,0,2,2,1,1,0,1,1,0,0,0,2,0,0,0,2,1,1,0,0,0,3,0,3,4,0,1,0,1,3,0,1,1,0,1,0,0,3,0,0,0,2,2,2,0,0,0,0,1,0,1,2,1,0,0,1,4,0,2,1799,1,1,"London : printed for J. Johnson, in St. Paul's Church-Yard, M.DCC.XCIX. [1799].",London,243,female,1767,1849,TRUE,"admit, ( 7s) I admit, that with refpec: to tlhe opportunities of acquiring knowledge , institution and manners , are, as you have stated, much in favour of our sex,; ut your argument concerning time appears to me to be unfounded. a women who do not love dissipation muff have"
0397700400_000014,A vindication of the rights of woman: with strictures on political and moral subjects. By Mary Wollstonecraft.,Mary Wollstonecraft,63,0,0,0,0,0,1,0,2,0,0,0,0,1,1,1,0,0,1,0,2,0,0,1,0,1,7,2,6,0,1,8,0,3,1,0,0,0,0,2,0,0,0,0,0,5,0,3,1,2,1,0,5,1,1,0,3,0,0,0,0,1792,1,1,"London : printed for J. Johnson, No 72, St. Paul's Church Yard, 1792.",London,469,female,1759,1797,TRUE,"the same time. The way lies before us, we must turn to the right or left; and he who will pass life away in bounding from one pleasure to another, must not complain if he neither acquires wifdorm nqr refpetability of charater. Supposing Supposing, for a moment, that the soul"
